date,home,away,hscore,ascore
2022/04/15,千葉ロッテ,北海道日本ハム,,
2022/04/15,オリックス,埼玉西武,1,6
2022/04/16,横浜DeNA,東京ヤクルト,6,0
2022/04/16,阪　神,読　売,2,1
2022/04/16,広島東洋,中　日,3,2
2022/04/16,千葉ロッテ,北海道日本ハム,4,11
2022/04/16,オリックス,埼玉西武,3,0
2022/04/16,福岡ソフトバンク,東北楽天,5,6
2022/04/17,横浜DeNA,東京ヤクルト,4,5
2022/04/17,阪　神,読　売,1,3
2022/04/17,広島東洋,中　日,4,10
2022/04/17,千葉ロッテ,北海道日本ハム,0,1
2022/04/17,オリックス,埼玉西武,4,3
2022/04/17,福岡ソフトバンク,東北楽天,4,14
2022/04/19,読　売,広島東洋,3,1
2022/04/19,横浜DeNA,阪　神,5,4
2022/04/19,中　日,東京ヤクルト,4,12
2022/04/19,東北楽天,北海道日本ハム,0,2
2022/04/19,埼玉西武,千葉ロッテ,4,0
2022/04/19,オリックス,福岡ソフトバンク,0,3
2022/04/20,読　売,広島東洋,5,3
2022/04/20,横浜DeNA,阪　神,1,0
2022/04/20,中　日,東京ヤクルト,4,1
2022/04/20,東北楽天,北海道日本ハム,4,2
2022/04/20,埼玉西武,千葉ロッテ,3,0
2022/04/20,オリックス,福岡ソフトバンク,3,2
2022/04/21,読　売,広島東洋,8,4
2022/04/21,横浜DeNA,阪　神,7,5
2022/04/21,東北楽天,北海道日本ハム,8,5
2022/04/21,オリックス,福岡ソフトバンク,3,2
2022/04/22,東京ヤクルト,阪　神,0,6
2022/04/22,中　日,読　売,2,7
2022/04/22,広島東洋,横浜DeNA,6,1
2022/04/22,北海道日本ハム,福岡ソフトバンク,12,5
2022/04/22,埼玉西武,東北楽天,3,0
2022/04/22,オリックス,千葉ロッテ,0,4
2022/04/23,東京ヤクルト,阪　神,1,0
2022/04/23,中　日,読　売,0,3
2022/04/23,広島東洋,横浜DeNA,6,0
2022/04/23,北海道日本ハム,福岡ソフトバンク,3,9
2022/04/23,埼玉西武,東北楽天,3,7
2022/04/23,オリックス,千葉ロッテ,3,2
2022/04/24,東京ヤクルト,阪　神,3,11
2022/04/24,中　日,読　売,7,6
2022/04/24,広島東洋,横浜DeNA,5,4
2022/04/24,北海道日本ハム,福岡ソフトバンク,4,11
2022/04/24,埼玉西武,東北楽天,6,3
2022/04/24,オリックス,千葉ロッテ,3,6
2022/04/26,横浜DeNA,読　売,6,4
2022/04/26,阪　神,中　日,,
2022/04/26,広島東洋,東京ヤクルト,,
2022/04/26,北海道日本ハム,オリックス,2,3
2022/04/26,千葉ロッテ,東北楽天,2,3
2022/04/26,福岡ソフトバンク,埼玉西武,3,0
2022/04/27,横浜DeNA,読　売,2,8
2022/04/27,阪　神,中　日,3,1
2022/04/27,広島東洋,東京ヤクルト,2,8
2022/04/27,北海道日本ハム,オリックス,2,4
2022/04/27,千葉ロッテ,東北楽天,3,3
2022/04/27,福岡ソフトバンク,埼玉西武,2,8
2022/04/28,横浜DeNA,読　売,0,7
2022/04/28,阪　神,中　日,3,2
2022/04/28,広島東洋,東京ヤクルト,5,9
2022/04/28,北海道日本ハム,オリックス,6,2
2022/04/28,千葉ロッテ,東北楽天,1,2
2022/04/28,福岡ソフトバンク,埼玉西武,2,4
2022/04/29,読　売,阪　神,2,3
2022/04/29,東京ヤクルト,横浜DeNA,,
2022/04/29,中　日,広島東洋,0,1
2022/04/29,東北楽天,福岡ソフトバンク,,
2022/04/29,千葉ロッテ,北海道日本ハム,,
2022/04/29,オリックス,埼玉西武,1,0
2022/04/30,読　売,阪　神,3,10
2022/04/30,東京ヤクルト,横浜DeNA,2,0
2022/04/30,中　日,広島東洋,4,2
2022/04/30,東北楽天,福岡ソフトバンク,7,6
2022/04/30,千葉ロッテ,北海道日本ハム,7,3
2022/04/30,オリックス,埼玉西武,3,2
2022/05/01,読　売,阪　神,1,8
2022/05/01,東京ヤクルト,横浜DeNA,,
2022/05/01,中　日,広島東洋,4,0
2022/05/01,東北楽天,福岡ソフトバンク,2,1
2022/05/01,千葉ロッテ,北海道日本ハム,3,9
2022/05/01,オリックス,埼玉西武,1,2
2022/05/03,横浜DeNA,中　日,3,7
2022/05/03,阪　神,東京ヤクルト,0,3
2022/05/03,広島東洋,読　売,12,3
2022/05/03,北海道日本ハム,東北楽天,1,2
2022/05/03,埼玉西武,千葉ロッテ,4,2
2022/05/03,福岡ソフトバンク,オリックス,7,3
2022/05/04,横浜DeNA,中　日,7,1
2022/05/04,阪　神,東京ヤクルト,0,3
2022/05/04,広島東洋,読　売,3,6
2022/05/04,北海道日本ハム,東北楽天,1,5
2022/05/04,埼玉西武,千葉ロッテ,5,7
2022/05/04,福岡ソフトバンク,オリックス,2,1
2022/05/05,横浜DeNA,中　日,10,2
2022/05/05,阪　神,東京ヤクルト,3,2
2022/05/05,広島東洋,読　売,3,0
2022/05/05,北海道日本ハム,東北楽天,4,8
2022/05/05,埼玉西武,千葉ロッテ,7,0
2022/05/05,福岡ソフトバンク,オリックス,9,3
2022/05/06,読　売,東京ヤクルト,2,13
2022/05/06,中　日,阪　神,1,0
2022/05/06,広島東洋,横浜DeNA,3,4
2022/05/06,埼玉西武,北海道日本ハム,5,0
2022/05/06,千葉ロッテ,福岡ソフトバンク,3,5
2022/05/06,オリックス,東北楽天,2,3
2022/05/07,読　売,東京ヤクルト,2,6
2022/05/07,中　日,阪　神,2,1
2022/05/07,広島東洋,横浜DeNA,2,1
2022/05/07,埼玉西武,北海道日本ハム,2,3
2022/05/07,千葉ロッテ,福岡ソフトバンク,0,16
2022/05/07,オリックス,東北楽天,1,7
2022/05/08,読　売,東京ヤクルト,3,4
2022/05/08,中　日,阪　神,3,4
2022/05/08,広島東洋,横浜DeNA,17,3
2022/05/08,埼玉西武,北海道日本ハム,5,1
2022/05/08,千葉ロッテ,福岡ソフトバンク,4,8
2022/05/08,オリックス,東北楽天,1,2
2022/05/10,東京ヤクルト,中　日,0,1
2022/05/10,横浜DeNA,読　売,3,1
2022/05/10,阪　神,広島東洋,0,3
2022/05/10,北海道日本ハム,オリックス,2,4
2022/05/10,東北楽天,千葉ロッテ,7,0
2022/05/10,福岡ソフトバンク,埼玉西武,,
2022/05/11,東京ヤクルト,中　日,0,2
2022/05/11,阪　神,広島東洋,2,3
2022/05/11,北海道日本ハム,オリックス,5,2
2022/05/11,東北楽天,千葉ロッテ,1,3
2022/05/11,福岡ソフトバンク,埼玉西武,2,0
2022/05/12,東京ヤクルト,中　日,3,1
2022/05/12,横浜DeNA,読　売,1,4
2022/05/12,阪　神,広島東洋,,
2022/05/12,東北楽天,千葉ロッテ,2,5
2022/05/13,読　売,中　日,5,2
2022/05/13,横浜DeNA,阪　神,,
2022/05/13,広島東洋,東京ヤクルト,,
2022/05/13,北海道日本ハム,福岡ソフトバンク,1,0
2022/05/13,埼玉西武,東北楽天,4,2
2022/05/13,オリックス,千葉ロッテ,1,4
2022/05/14,読　売,中　日,7,6
2022/05/14,横浜DeNA,阪　神,2,9
2022/05/14,広島東洋,東京ヤクルト,3,5
2022/05/14,北海道日本ハム,福岡ソフトバンク,2,0
2022/05/14,埼玉西武,東北楽天,5,4
2022/05/14,オリックス,千葉ロッテ,1,0
2022/05/15,読　売,中　日,3,9
2022/05/15,横浜DeNA,阪　神,1,8
2022/05/15,広島東洋,東京ヤクルト,5,5
2022/05/15,北海道日本ハム,福岡ソフトバンク,10,2
2022/05/15,埼玉西武,東北楽天,1,3
2022/05/15,オリックス,千葉ロッテ,8,5
2022/05/17,読　売,広島東洋,3,2
2022/05/17,東京ヤクルト,阪　神,2,1
2022/05/17,中　日,横浜DeNA,0,4
2022/05/17,埼玉西武,福岡ソフトバンク,1,5
2022/05/17,千葉ロッテ,東北楽天,6,3
2022/05/17,オリックス,北海道日本ハム,3,0
2022/05/18,読　売,広島東洋,4,2
2022/05/18,東京ヤクルト,阪　神,1,8
2022/05/18,中　日,横浜DeNA,6,7
2022/05/18,埼玉西武,福岡ソフトバンク,2,3
2022/05/18,千葉ロッテ,東北楽天,1,0
2022/05/18,オリックス,北海道日本ハム,4,11
2022/05/19,読　売,広島東洋,2,1
2022/05/19,東京ヤクルト,阪　神,3,0
2022/05/19,千葉ロッテ,東北楽天,2,7
2022/05/20,横浜DeNA,東京ヤクルト,3,1
2022/05/20,阪　神,読　売,2,6
2022/05/20,広島東洋,中　日,11,5
2022/05/20,北海道日本ハム,埼玉西武,5,3
2022/05/20,東北楽天,オリックス,0,1
2022/05/20,福岡ソフトバンク,千葉ロッテ,1,8
2022/05/21,横浜DeNA,東京ヤクルト,2,9
2022/05/21,阪　神,読　売,2,1
2022/05/21,広島東洋,中　日,10,1
2022/05/21,北海道日本ハム,埼玉西武,4,0
2022/05/21,東北楽天,オリックス,0,6
2022/05/21,福岡ソフトバンク,千葉ロッテ,2,4
2022/05/22,横浜DeNA,東京ヤクルト,3,5
2022/05/22,阪　神,読　売,4,0
2022/05/22,広島東洋,中　日,1,0
2022/05/22,北海道日本ハム,埼玉西武,0,3
2022/05/22,東北楽天,オリックス,1,6
2022/05/22,福岡ソフトバンク,千葉ロッテ,3,2
2022/05/24,読　売,オリックス,4,2
2022/05/24,東京ヤクルト,北海道日本ハム,3,1
2022/05/24,横浜DeNA,福岡ソフトバンク,4,3
2022/05/24,中　日,埼玉西武,5,8
2022/05/24,阪　神,東北楽天,1,0
2022/05/24,広島東洋,千葉ロッテ,0,7
2022/05/25,読　売,オリックス,5,3
2022/05/25,東京ヤクルト,北海道日本ハム,7,6
2022/05/25,横浜DeNA,福岡ソフトバンク,2,8
2022/05/25,中　日,埼玉西武,1,2
2022/05/25,阪　神,東北楽天,1,6
2022/05/25,広島東洋,千葉ロッテ,5,2
2022/05/26,読　売,オリックス,2,3
2022/05/26,東京ヤクルト,北海道日本ハム,6,9
2022/05/26,横浜DeNA,福岡ソフトバンク,5,1
2022/05/26,中　日,埼玉西武,6,3
2022/05/26,阪　神,東北楽天,0,1
2022/05/26,広島東洋,千葉ロッテ,3,6
2022/05/27,北海道日本ハム,読　売,3,2
2022/05/27,東北楽天,東京ヤクルト,1,8
2022/05/27,埼玉西武,横浜DeNA,0,1
2022/05/27,千葉ロッテ,阪　神,0,1
2022/05/27,オリックス,中　日,1,4
2022/05/27,福岡ソフトバンク,広島東洋,7,0
2022/05/28,北海道日本ハム,読　売,4,8
2022/05/28,東北楽天,東京ヤクルト,4,11
2022/05/28,埼玉西武,横浜DeNA,10,5
2022/05/28,千葉ロッテ,阪　神,2,6
2022/05/28,オリックス,中　日,1,4
2022/05/28,福岡ソフトバンク,広島東洋,11,1
2022/05/29,北海道日本ハム,読　売,7,2
2022/05/29,東北楽天,東京ヤクルト,3,1
2022/05/29,埼玉西武,横浜DeNA,3,2
2022/05/29,千葉ロッテ,阪　神,3,2
2022/05/29,オリックス,中　日,8,0
2022/05/29,福岡ソフトバンク,広島東洋,8,0
2022/05/31,読　売,福岡ソフトバンク,1,3
2022/05/31,東京ヤクルト,千葉ロッテ,1,0
2022/05/31,横浜DeNA,オリックス,4,1
2022/05/31,中　日,東北楽天,2,0
2022/05/31,阪　神,埼玉西武,0,2
2022/05/31,広島東洋,北海道日本ハム,1,0
2022/06/01,読　売,福岡ソフトバンク,3,6
2022/06/01,東京ヤクルト,千葉ロッテ,3,4
2022/06/01,横浜DeNA,オリックス,1,5
2022/06/01,中　日,東北楽天,0,2
2022/06/01,阪　神,埼玉西武,5,4
2022/06/01,広島東洋,北海道日本ハム,1,5
2022/06/02,読　売,福岡ソフトバンク,3,0
2022/06/02,東京ヤクルト,千葉ロッテ,7,3
2022/06/02,横浜DeNA,オリックス,1,3
2022/06/02,中　日,東北楽天,3,2
2022/06/02,阪　神,埼玉西武,6,1
2022/06/02,広島東洋,北海道日本ハム,6,3
2022/06/03,読　売,千葉ロッテ,10,3
2022/06/03,東京ヤクルト,埼玉西武,1,0
2022/06/03,横浜DeNA,東北楽天,7,0
2022/06/03,中　日,福岡ソフトバンク,0,6
2022/06/03,阪　神,北海道日本ハム,9,7
2022/06/03,広島東洋,オリックス,1,4
2022/06/04,読　売,千葉ロッテ,2,1
2022/06/04,東京ヤクルト,埼玉西武,3,2
2022/06/04,横浜DeNA,東北楽天,6,1
2022/06/04,中　日,福岡ソフトバンク,4,2
2022/06/04,阪　神,北海道日本ハム,3,0
2022/06/04,広島東洋,オリックス,2,3
2022/06/05,読　売,千葉ロッテ,4,10
2022/06/05,東京ヤクルト,埼玉西武,5,3
2022/06/05,横浜DeNA,東北楽天,5,6
2022/06/05,中　日,福岡ソフトバンク,7,3
2022/06/05,阪　神,北海道日本ハム,8,3
2022/06/05,広島東洋,オリックス,2,5
2022/06/07,北海道日本ハム,横浜DeNA,0,2
2022/06/07,東北楽天,広島東洋,1,3
2022/06/07,埼玉西武,読　売,9,4
2022/06/07,千葉ロッテ,中　日,6,2
2022/06/07,オリックス,東京ヤクルト,6,1
2022/06/07,福岡ソフトバンク,阪　神,0,2
2022/06/08,北海道日本ハム,横浜DeNA,5,3
2022/06/08,東北楽天,広島東洋,1,0
2022/06/08,埼玉西武,読　売,3,0
2022/06/08,千葉ロッテ,中　日,9,6
2022/06/08,オリックス,東京ヤクルト,3,6
2022/06/08,福岡ソフトバンク,阪　神,1,0
2022/06/09,北海道日本ハム,横浜DeNA,2,4
2022/06/09,東北楽天,広島東洋,4,1
2022/06/09,埼玉西武,読　売,3,4
2022/06/09,千葉ロッテ,中　日,2,0
2022/06/09,オリックス,東京ヤクルト,1,2
2022/06/09,福岡ソフトバンク,阪　神,4,0
2022/06/10,北海道日本ハム,中　日,2,1
2022/06/10,東北楽天,読　売,1,4
2022/06/10,埼玉西武,広島東洋,3,6
2022/06/10,千葉ロッテ,横浜DeNA,2,1
2022/06/10,オリックス,阪　神,1,6
2022/06/10,福岡ソフトバンク,東京ヤクルト,1,3
2022/06/11,北海道日本ハム,中　日,10,0
2022/06/11,東北楽天,読　売,8,1
2022/06/11,埼玉西武,広島東洋,2,1
2022/06/11,千葉ロッテ,横浜DeNA,1,2
2022/06/11,オリックス,阪　神,2,3
2022/06/11,福岡ソフトバンク,東京ヤクルト,4,7
2022/06/12,北海道日本ハム,中　日,2,0
2022/06/12,東北楽天,読　売,9,2
2022/06/12,埼玉西武,広島東洋,11,0
2022/06/12,千葉ロッテ,横浜DeNA,5,4
2022/06/12,オリックス,阪　神,1,9
2022/06/12,福岡ソフトバンク,東京ヤクルト,0,3
2022/06/17,東京ヤクルト,広島東洋,7,2
2022/06/17,中　日,読　売,2,0
2022/06/17,阪　神,横浜DeNA,7,5
2022/06/17,北海道日本ハム,千葉ロッテ,4,7
2022/06/17,埼玉西武,オリックス,4,2
2022/06/17,福岡ソフトバンク,東北楽天,9,4
2022/06/18,東京ヤクルト,広島東洋,10,6
2022/06/18,中　日,読　売,4,3
2022/06/18,阪　神,横浜DeNA,4,1
2022/06/18,北海道日本ハム,千葉ロッテ,1,3
2022/06/18,埼玉西武,オリックス,0,2
2022/06/18,福岡ソフトバンク,東北楽天,3,1
2022/06/19,東京ヤクルト,広島東洋,8,3
2022/06/19,中　日,読　売,3,5
2022/06/19,阪　神,横浜DeNA,4,7
2022/06/19,北海道日本ハム,千葉ロッテ,2,4
2022/06/19,埼玉西武,オリックス,3,2
2022/06/19,福岡ソフトバンク,東北楽天,4,1
2022/06/21,読　売,横浜DeNA,1,3
2022/06/21,中　日,東京ヤクルト,2,1
2022/06/21,広島東洋,阪　神,5,3
2022/06/21,東北楽天,北海道日本ハム,3,0
2022/06/21,千葉ロッテ,埼玉西武,0,3
2022/06/21,オリックス,福岡ソフトバンク,4,3
2022/06/22,読　売,横浜DeNA,5,4
2022/06/22,中　日,東京ヤクルト,3,7
2022/06/22,広島東洋,阪　神,5,4
2022/06/22,東北楽天,北海道日本ハム,6,3
2022/06/22,千葉ロッテ,埼玉西武,2,1
2022/06/22,オリックス,福岡ソフトバンク,5,0
2022/06/23,読　売,横浜DeNA,5,7
2022/06/23,中　日,東京ヤクルト,0,10
2022/06/23,広島東洋,阪　神,3,3
2022/06/24,東京ヤクルト,読　売,16,6
2022/06/24,横浜DeNA,広島東洋,0,7
2022/06/24,阪　神,中　日,6,4
2022/06/24,東北楽天,埼玉西武,3,4
2022/06/24,千葉ロッテ,オリックス,0,5
2022/06/24,福岡ソフトバンク,北海道日本ハム,5,1
2022/06/25,東京ヤクルト,読　売,5,19
2022/06/25,横浜DeNA,広島東洋,4,5
2022/06/25,阪　神,中　日,10,0
2022/06/25,東北楽天,埼玉西武,0,2
2022/06/25,千葉ロッテ,オリックス,0,4
2022/06/25,福岡ソフトバンク,北海道日本ハム,3,0
2022/06/26,東京ヤクルト,読　売,11,10
2022/06/26,横浜DeNA,広島東洋,3,4
2022/06/26,阪　神,中　日,6,5
2022/06/26,東北楽天,埼玉西武,0,2
2022/06/26,千葉ロッテ,オリックス,3,2
2022/06/26,福岡ソフトバンク,北海道日本ハム,2,3
2022/06/27,福岡ソフトバンク,千葉ロッテ,1,8
2022/06/28,読　売,中　日,6,2
2022/06/28,横浜DeNA,阪　神,6,2
2022/06/28,広島東洋,東京ヤクルト,3,6
2022/06/28,埼玉西武,北海道日本ハム,5,2
2022/06/28,オリックス,東北楽天,2,4
2022/06/29,読　売,中　日,2,3
2022/06/29,横浜DeNA,阪　神,4,2
2022/06/29,広島東洋,東京ヤクルト,2,9
2022/06/29,埼玉西武,北海道日本ハム,6,2
2022/06/29,オリックス,東北楽天,6,1
2022/06/30,横浜DeNA,阪　神,6,5
2022/06/30,広島東洋,東京ヤクルト,2,4
2022/07/01,東京ヤクルト,横浜DeNA,4,6
2022/07/01,中　日,阪　神,3,1
2022/07/01,広島東洋,読　売,5,3
2022/07/01,北海道日本ハム,オリックス,2,1
2022/07/01,千葉ロッテ,東北楽天,6,4
2022/07/02,東京ヤクルト,横浜DeNA,2,1
2022/07/02,中　日,阪　神,2,5
2022/07/02,広島東洋,読　売,2,0
2022/07/02,北海道日本ハム,オリックス,5,0
2022/07/02,埼玉西武,福岡ソフトバンク,2,3
2022/07/02,千葉ロッテ,東北楽天,3,1
2022/07/03,東京ヤクルト,横浜DeNA,11,4
2022/07/03,中　日,阪　神,0,3
2022/07/03,広島東洋,読　売,5,7
2022/07/03,北海道日本ハム,オリックス,3,7
2022/07/03,埼玉西武,福岡ソフトバンク,0,3
2022/07/03,千葉ロッテ,東北楽天,1,14
2022/07/05,読　売,東京ヤクルト,4,1
2022/07/05,横浜DeNA,中　日,,
2022/07/05,阪　神,広島東洋,,
2022/07/05,東北楽天,福岡ソフトバンク,2,6
2022/07/05,千葉ロッテ,北海道日本ハム,2,1
2022/07/05,オリックス,埼玉西武,4,5
2022/07/06,読　売,東京ヤクルト,4,3
2022/07/06,横浜DeNA,中　日,3,1
2022/07/06,阪　神,広島東洋,3,2
2022/07/06,千葉ロッテ,北海道日本ハム,5,4
2022/07/06,オリックス,埼玉西武,4,5
2022/07/07,読　売,東京ヤクルト,3,11
2022/07/07,横浜DeNA,中　日,0,0
2022/07/07,阪　神,広島東洋,0,3
2022/07/07,東北楽天,福岡ソフトバンク,5,2
2022/07/07,千葉ロッテ,北海道日本ハム,1,7
2022/07/07,オリックス,埼玉西武,6,2
2022/07/08,読　売,横浜DeNA,3,3
2022/07/08,東京ヤクルト,阪　神,0,8
2022/07/08,中　日,広島東洋,9,2
2022/07/08,東北楽天,埼玉西武,4,8
2022/07/08,オリックス,千葉ロッテ,1,6
2022/07/08,福岡ソフトバンク,北海道日本ハム,2,4
2022/07/09,読　売,横浜DeNA,0,2
2022/07/09,東京ヤクルト,阪　神,,
2022/07/09,中　日,広島東洋,0,7
2022/07/09,東北楽天,埼玉西武,3,6
2022/07/09,オリックス,千葉ロッテ,3,1
2022/07/09,福岡ソフトバンク,北海道日本ハム,2,7
2022/07/10,読　売,横浜DeNA,4,8
2022/07/10,東京ヤクルト,阪　神,,
2022/07/10,中　日,広島東洋,2,1
2022/07/10,東北楽天,埼玉西武,3,6
2022/07/10,オリックス,千葉ロッテ,10,1
2022/07/10,福岡ソフトバンク,北海道日本ハム,0,2
2022/07/12,中　日,東京ヤクルト,,
2022/07/12,阪　神,読　売,0,4
2022/07/12,広島東洋,横浜DeNA,4,7
2022/07/12,埼玉西武,千葉ロッテ,2,4
2022/07/12,福岡ソフトバンク,オリックス,2,4
2022/07/13,中　日,東京ヤクルト,6,3
2022/07/13,阪　神,読　売,13,0
2022/07/13,広島東洋,横浜DeNA,4,1
2022/07/13,北海道日本ハム,東北楽天,3,2
2022/07/13,埼玉西武,千葉ロッテ,3,0
2022/07/13,福岡ソフトバンク,オリックス,4,2
2022/07/14,中　日,東京ヤクルト,4,1
2022/07/14,阪　神,読　売,3,0
2022/07/14,広島東洋,横浜DeNA,3,4
2022/07/14,北海道日本ハム,東北楽天,6,0
2022/07/14,埼玉西武,千葉ロッテ,2,1
2022/07/14,福岡ソフトバンク,オリックス,2,3
2022/07/15,読　売,広島東洋,3,6
2022/07/15,横浜DeNA,東京ヤクルト,,
2022/07/15,阪　神,中　日,2,1
2022/07/16,読　売,広島東洋,4,11
2022/07/16,横浜DeNA,東京ヤクルト,3,2
2022/07/16,阪　神,中　日,1,3
2022/07/16,北海道日本ハム,埼玉西武,1,0
2022/07/16,東北楽天,オリックス,7,3
2022/07/16,千葉ロッテ,福岡ソフトバンク,,
2022/07/17,読　売,広島東洋,5,10
2022/07/17,横浜DeNA,東京ヤクルト,10,2
2022/07/17,阪　神,中　日,3,1
2022/07/17,北海道日本ハム,埼玉西武,3,4
2022/07/17,東北楽天,オリックス,3,7
2022/07/17,千葉ロッテ,福岡ソフトバンク,3,5
2022/07/18,東京ヤクルト,読　売,8,10
2022/07/18,中　日,横浜DeNA,1,2
2022/07/18,広島東洋,阪　神,,
2022/07/18,北海道日本ハム,埼玉西武,1,5
2022/07/18,東北楽天,オリックス,8,3
2022/07/18,千葉ロッテ,福岡ソフトバンク,2,1
2022/07/19,東京ヤクルト,読　売,5,3
2022/07/19,中　日,横浜DeNA,3,2
2022/07/19,広島東洋,阪　神,0,3
2022/07/19,千葉ロッテ,埼玉西武,5,3
2022/07/19,オリックス,北海道日本ハム,7,1
2022/07/20,東京ヤクルト,読　売,8,2
2022/07/20,中　日,横浜DeNA,4,6
2022/07/20,広島東洋,阪　神,5,3
2022/07/20,千葉ロッテ,埼玉西武,8,4
2022/07/20,オリックス,北海道日本ハム,2,0
2022/07/20,福岡ソフトバンク,東北楽天,3,17
2022/07/21,千葉ロッテ,埼玉西武,5,4
2022/07/21,オリックス,北海道日本ハム,4,3
2022/07/21,福岡ソフトバンク,東北楽天,7,0
2022/07/22,東京ヤクルト,広島東洋,2,5
2022/07/22,阪　神,横浜DeNA,6,3
2022/07/22,埼玉西武,東北楽天,9,4
2022/07/22,オリックス,福岡ソフトバンク,5,7
2022/07/23,東京ヤクルト,広島東洋,3,15
2022/07/23,阪　神,横浜DeNA,3,1
