date,home,away,hscore,ascore
2019/04/25,東京ヤクルト,読　売,11,2
2019/04/25,横浜DeNA,阪　神,3,5
2019/04/25,広島東洋,中　日,2,0
2019/04/25,北海道日本ハム,東北楽天,6,5
2019/04/25,千葉ロッテ,埼玉西武,8,9
2019/04/25,福岡ソフトバンク,オリックス,3,0
2019/04/27,読　売,横浜DeNA,5,4
2019/04/27,東京ヤクルト,広島東洋,0,2
2019/04/27,中　日,阪　神,5,4
2019/04/27,北海道日本ハム,福岡ソフトバンク,1,5
2019/04/27,東北楽天,千葉ロッテ,5,6
2019/04/27,オリックス,埼玉西武,7,11
2019/04/28,読　売,横浜DeNA,7,2
2019/04/28,東京ヤクルト,広島東洋,4,2
2019/04/28,中　日,阪　神,2,4
2019/04/28,北海道日本ハム,福岡ソフトバンク,4,0
2019/04/28,東北楽天,千葉ロッテ,8,10
2019/04/28,オリックス,埼玉西武,2,4
2019/04/29,読　売,横浜DeNA,3,5
2019/04/29,東京ヤクルト,広島東洋,7,4
2019/04/29,中　日,阪　神,0,2
2019/04/29,北海道日本ハム,福岡ソフトバンク,6,9
2019/04/29,東北楽天,千葉ロッテ,2,4
2019/04/29,オリックス,埼玉西武,5,3
2019/04/30,読　売,中　日,1,3
2019/04/30,横浜DeNA,東京ヤクルト,8,9
2019/04/30,阪　神,広島東洋,8,3
2019/05/01,読　売,中　日,5,1
2019/05/01,横浜DeNA,東京ヤクルト,5,1
2019/05/01,阪　神,広島東洋,6,2
2019/05/01,埼玉西武,北海道日本ハム,2,7
2019/05/01,オリックス,千葉ロッテ,0,4
2019/05/01,福岡ソフトバンク,東北楽天,0,9
2019/05/02,読　売,中　日,9,3
2019/05/02,横浜DeNA,東京ヤクルト,2,0
2019/05/02,阪　神,広島東洋,0,4
2019/05/02,埼玉西武,北海道日本ハム,5,3
2019/05/02,オリックス,千葉ロッテ,2,1
2019/05/02,福岡ソフトバンク,東北楽天,1,0
2019/05/03,中　日,東京ヤクルト,2,7
2019/05/03,阪　神,横浜DeNA,2,1
2019/05/03,広島東洋,読　売,6,3
2019/05/03,埼玉西武,北海道日本ハム,3,10
2019/05/03,オリックス,千葉ロッテ,3,1
2019/05/03,福岡ソフトバンク,東北楽天,12,11
2019/05/04,中　日,東京ヤクルト,4,8
2019/05/04,阪　神,横浜DeNA,5,1
2019/05/04,広島東洋,読　売,3,2
2019/05/04,埼玉西武,東北楽天,7,6
2019/05/04,千葉ロッテ,北海道日本ハム,3,2
2019/05/04,福岡ソフトバンク,オリックス,4,0
2019/05/05,中　日,東京ヤクルト,6,5
2019/05/05,阪　神,横浜DeNA,7,5
2019/05/05,広島東洋,読　売,3,3
2019/05/05,埼玉西武,東北楽天,4,0
2019/05/05,千葉ロッテ,北海道日本ハム,1,4
2019/05/05,福岡ソフトバンク,オリックス,7,2
2019/05/06,東京ヤクルト,阪　神,4,2
2019/05/06,横浜DeNA,読　売,2,10
2019/05/06,中　日,広島東洋,2,7
2019/05/06,埼玉西武,東北楽天,4,8
2019/05/06,千葉ロッテ,北海道日本ハム,5,3
2019/05/06,福岡ソフトバンク,オリックス,9,6
2019/05/07,東京ヤクルト,阪　神,1,3
2019/05/07,中　日,広島東洋,6,0
2019/05/08,東京ヤクルト,阪　神,7,7
2019/05/08,横浜DeNA,読　売,5,8
2019/05/08,中　日,広島東洋,2,3
2019/05/08,北海道日本ハム,オリックス,1,0
2019/05/08,東北楽天,福岡ソフトバンク,8,7
2019/05/08,埼玉西武,千葉ロッテ,1,12
2019/05/09,北海道日本ハム,オリックス,1,2
2019/05/09,東北楽天,福岡ソフトバンク,4,3
2019/05/09,埼玉西武,千葉ロッテ,4,5
2019/05/10,読　売,東京ヤクルト,19,7
2019/05/10,阪　神,中　日,7,3
2019/05/10,広島東洋,横浜DeNA,2,6
2019/05/10,北海道日本ハム,埼玉西武,7,5
2019/05/10,オリックス,東北楽天,8,6
2019/05/10,福岡ソフトバンク,千葉ロッテ,1,9
2019/05/11,読　売,東京ヤクルト,1,3
2019/05/11,阪　神,中　日,1,5
2019/05/11,広島東洋,横浜DeNA,4,0
2019/05/11,北海道日本ハム,埼玉西武,8,0
2019/05/11,オリックス,東北楽天,6,3
2019/05/11,福岡ソフトバンク,千葉ロッテ,4,2
2019/05/12,読　売,東京ヤクルト,1,4
2019/05/12,阪　神,中　日,2,5
2019/05/12,広島東洋,横浜DeNA,8,1
2019/05/12,北海道日本ハム,埼玉西武,3,6
2019/05/12,オリックス,東北楽天,5,8
2019/05/12,福岡ソフトバンク,千葉ロッテ,4,5
2019/05/14,読　売,阪　神,2,4
2019/05/14,横浜DeNA,中　日,,
2019/05/14,広島東洋,東京ヤクルト,9,4
2019/05/14,東北楽天,北海道日本ハム,1,13
2019/05/14,福岡ソフトバンク,埼玉西武,7,11
2019/05/15,読　売,阪　神,8,13
2019/05/15,横浜DeNA,中　日,8,2
2019/05/15,広島東洋,東京ヤクルト,9,7
2019/05/15,東北楽天,北海道日本ハム,9,8
2019/05/15,千葉ロッテ,オリックス,2,3
2019/05/15,福岡ソフトバンク,埼玉西武,4,5
2019/05/16,横浜DeNA,中　日,2,3
2019/05/16,東北楽天,北海道日本ハム,0,2
2019/05/16,千葉ロッテ,オリックス,9,2
2019/05/16,福岡ソフトバンク,埼玉西武,5,1
2019/05/17,東京ヤクルト,横浜DeNA,3,4
2019/05/17,中　日,読　売,1,4
2019/05/17,阪　神,広島東洋,2,10
2019/05/17,千葉ロッテ,東北楽天,6,1
2019/05/17,オリックス,埼玉西武,5,7
2019/05/18,東京ヤクルト,横浜DeNA,6,11
2019/05/18,中　日,読　売,1,5
2019/05/18,阪　神,広島東洋,0,4
2019/05/18,千葉ロッテ,東北楽天,4,6
2019/05/18,オリックス,埼玉西武,2,1
2019/05/18,福岡ソフトバンク,北海道日本ハム,2,1
2019/05/19,東京ヤクルト,横浜DeNA,0,7
2019/05/19,中　日,読　売,5,4
2019/05/19,阪　神,広島東洋,1,5
2019/05/19,千葉ロッテ,東北楽天,5,10
2019/05/19,オリックス,埼玉西武,3,9
2019/05/19,福岡ソフトバンク,北海道日本ハム,4,2
2019/05/21,読　売,横浜DeNA,,
2019/05/21,阪　神,東京ヤクルト,3,2
2019/05/21,広島東洋,中　日,3,2
2019/05/21,北海道日本ハム,東北楽天,3,13
2019/05/21,埼玉西武,福岡ソフトバンク,7,6
2019/05/21,オリックス,千葉ロッテ,4,8
2019/05/22,読　売,横浜DeNA,1,5
2019/05/22,阪　神,東京ヤクルト,3,2
2019/05/22,広島東洋,中　日,3,1
2019/05/22,北海道日本ハム,東北楽天,3,5
2019/05/22,埼玉西武,福岡ソフトバンク,7,3
2019/05/22,オリックス,千葉ロッテ,5,4
2019/05/23,読　売,横浜DeNA,7,4
2019/05/23,阪　神,東京ヤクルト,1,0
2019/05/23,北海道日本ハム,東北楽天,11,2
2019/05/24,読　売,広島東洋,3,8
2019/05/24,東京ヤクルト,中　日,1,6
2019/05/24,横浜DeNA,阪　神,2,3
2019/05/24,東北楽天,オリックス,3,2
2019/05/24,埼玉西武,北海道日本ハム,10,5
2019/05/24,千葉ロッテ,福岡ソフトバンク,3,6
2019/05/25,読　売,広島東洋,5,7
2019/05/25,東京ヤクルト,中　日,3,10
2019/05/25,横浜DeNA,阪　神,6,5
2019/05/25,東北楽天,オリックス,1,4
2019/05/25,埼玉西武,北海道日本ハム,7,5
2019/05/25,千葉ロッテ,福岡ソフトバンク,4,3
2019/05/26,読　売,広島東洋,5,4
2019/05/26,東京ヤクルト,中　日,8,10
2019/05/26,横浜DeNA,阪　神,0,7
2019/05/26,東北楽天,オリックス,4,1
2019/05/26,埼玉西武,北海道日本ハム,5,6
2019/05/26,千葉ロッテ,福岡ソフトバンク,8,2
2019/05/28,東京ヤクルト,広島東洋,7,8
2019/05/28,中　日,横浜DeNA,,
2019/05/28,阪　神,読　売,,
2019/05/28,北海道日本ハム,千葉ロッテ,4,3
2019/05/28,東北楽天,埼玉西武,7,2
2019/05/28,オリックス,福岡ソフトバンク,3,1
2019/05/29,東京ヤクルト,広島東洋,3,5
2019/05/29,中　日,横浜DeNA,1,2
2019/05/29,阪　神,読　売,8,4
2019/05/29,北海道日本ハム,千葉ロッテ,6,4
2019/05/29,東北楽天,埼玉西武,1,4
2019/05/29,オリックス,福岡ソフトバンク,2,5
2019/05/30,東京ヤクルト,広島東洋,0,13
2019/05/30,中　日,横浜DeNA,1,8
2019/05/30,阪　神,読　売,5,2
2019/05/30,北海道日本ハム,千葉ロッテ,8,0
2019/05/30,オリックス,福岡ソフトバンク,4,5
2019/05/31,読　売,中　日,3,7
2019/05/31,横浜DeNA,東京ヤクルト,3,2
2019/05/31,広島東洋,阪　神,2,1
2019/05/31,千葉ロッテ,埼玉西武,2,3
2019/05/31,オリックス,北海道日本ハム,0,4
2019/05/31,福岡ソフトバンク,東北楽天,1,3
2019/06/01,読　売,中　日,6,5
2019/06/01,横浜DeNA,東京ヤクルト,7,0
2019/06/01,広島東洋,阪　神,7,2
2019/06/01,千葉ロッテ,埼玉西武,8,7
2019/06/01,オリックス,北海道日本ハム,8,8
2019/06/01,福岡ソフトバンク,東北楽天,5,6
2019/06/02,読　売,中　日,3,1
2019/06/02,横浜DeNA,東京ヤクルト,2,5
2019/06/02,広島東洋,阪　神,5,7
2019/06/02,千葉ロッテ,埼玉西武,8,1
2019/06/02,オリックス,北海道日本ハム,5,8
2019/06/02,福岡ソフトバンク,東北楽天,1,4
2019/06/04,北海道日本ハム,東京ヤクルト,7,6
2019/06/04,東北楽天,読　売,2,3
2019/06/04,埼玉西武,広島東洋,5,4
2019/06/04,千葉ロッテ,阪　神,3,11
2019/06/04,オリックス,横浜DeNA,1,3
2019/06/04,福岡ソフトバンク,中　日,6,4
2019/06/05,北海道日本ハム,東京ヤクルト,0,5
2019/06/05,東北楽天,読　売,4,2
2019/06/05,埼玉西武,広島東洋,1,9
2019/06/05,千葉ロッテ,阪　神,5,4
2019/06/05,オリックス,横浜DeNA,5,0
2019/06/05,福岡ソフトバンク,中　日,5,2
2019/06/06,北海道日本ハム,東京ヤクルト,3,1
2019/06/06,東北楽天,読　売,1,2
2019/06/06,埼玉西武,広島東洋,9,2
2019/06/06,千葉ロッテ,阪　神,3,4
2019/06/06,オリックス,横浜DeNA,3,2
2019/06/06,福岡ソフトバンク,中　日,6,4
2019/06/07,読　売,千葉ロッテ,4,3
2019/06/07,東京ヤクルト,オリックス,,
2019/06/07,横浜DeNA,埼玉西武,2,6
2019/06/07,中　日,東北楽天,13,3
2019/06/07,阪　神,北海道日本ハム,2,3
2019/06/07,広島東洋,福岡ソフトバンク,3,6
2019/06/08,読　売,千葉ロッテ,5,6
2019/06/08,東京ヤクルト,オリックス,4,5
2019/06/08,横浜DeNA,埼玉西武,7,3
2019/06/08,中　日,東北楽天,1,2
2019/06/08,阪　神,北海道日本ハム,5,10
2019/06/08,広島東洋,福岡ソフトバンク,2,4
2019/06/09,読　売,千葉ロッテ,11,3
2019/06/09,東京ヤクルト,オリックス,9,4
2019/06/09,横浜DeNA,埼玉西武,6,4
2019/06/09,中　日,東北楽天,2,5
2019/06/09,阪　神,北海道日本ハム,4,3
2019/06/09,広島東洋,福岡ソフトバンク,3,2
2019/06/11,北海道日本ハム,広島東洋,5,4
2019/06/11,東北楽天,東京ヤクルト,3,1
2019/06/11,埼玉西武,読　売,4,0
2019/06/11,千葉ロッテ,横浜DeNA,3,6
2019/06/11,オリックス,中　日,1,2
2019/06/11,福岡ソフトバンク,阪　神,2,2
2019/06/12,北海道日本ハム,広島東洋,2,1
2019/06/12,東北楽天,東京ヤクルト,7,4
2019/06/12,埼玉西武,読　売,4,9
2019/06/12,千葉ロッテ,横浜DeNA,5,6
2019/06/12,オリックス,中　日,2,6
2019/06/12,福岡ソフトバンク,阪　神,2,8
2019/06/13,北海道日本ハム,広島東洋,2,2
2019/06/13,東北楽天,東京ヤクルト,3,11
2019/06/13,埼玉西武,読　売,2,8
2019/06/13,千葉ロッテ,横浜DeNA,3,1
2019/06/13,オリックス,中　日,6,5
2019/06/13,福岡ソフトバンク,阪　神,3,0
2019/06/14,北海道日本ハム,読　売,5,4
2019/06/14,東北楽天,広島東洋,11,2
2019/06/14,埼玉西武,東京ヤクルト,11,1
2019/06/14,千葉ロッテ,中　日,1,4
2019/06/14,オリックス,阪　神,6,4
2019/06/14,福岡ソフトバンク,横浜DeNA,4,5
2019/06/15,北海道日本ハム,読　売,5,8
2019/06/15,東北楽天,広島東洋,,
2019/06/15,埼玉西武,東京ヤクルト,5,6
2019/06/15,千葉ロッテ,中　日,,
2019/06/15,オリックス,阪　神,3,2
2019/06/15,福岡ソフトバンク,横浜DeNA,4,3
2019/06/16,北海道日本ハム,読　売,3,7
2019/06/16,東北楽天,広島東洋,2,4
2019/06/16,埼玉西武,東京ヤクルト,10,6
2019/06/16,千葉ロッテ,中　日,8,7
2019/06/16,オリックス,阪　神,5,5
2019/06/16,福岡ソフトバンク,横浜DeNA,2,2
2019/06/17,千葉ロッテ,中　日,4,5
2019/06/18,読　売,オリックス,4,3
2019/06/18,東京ヤクルト,福岡ソフトバンク,4,6
2019/06/18,横浜DeNA,北海道日本ハム,3,0
2019/06/18,中　日,埼玉西武,2,16
2019/06/18,阪　神,東北楽天,3,5
2019/06/18,広島東洋,千葉ロッテ,2,6
2019/06/19,読　売,オリックス,3,4
2019/06/19,東京ヤクルト,福岡ソフトバンク,3,2
2019/06/19,横浜DeNA,北海道日本ハム,7,6
2019/06/19,中　日,埼玉西武,2,5
2019/06/19,阪　神,東北楽天,4,9
2019/06/19,広島東洋,千葉ロッテ,3,6
2019/06/20,読　売,オリックス,4,2
2019/06/20,東京ヤクルト,福岡ソフトバンク,5,6
2019/06/20,横浜DeNA,北海道日本ハム,4,8
2019/06/20,中　日,埼玉西武,1,2
2019/06/20,阪　神,東北楽天,2,3
2019/06/20,広島東洋,千葉ロッテ,7,6
2019/06/21,読　売,福岡ソフトバンク,3,8
2019/06/21,東京ヤクルト,千葉ロッテ,3,12
2019/06/21,横浜DeNA,東北楽天,3,2
2019/06/21,中　日,北海道日本ハム,4,2
2019/06/21,阪　神,埼玉西武,5,3
2019/06/21,広島東洋,オリックス,4,5
2019/06/22,読　売,福岡ソフトバンク,7,2
2019/06/22,東京ヤクルト,千葉ロッテ,4,8
2019/06/22,横浜DeNA,東北楽天,9,11
2019/06/22,中　日,北海道日本ハム,6,1
2019/06/22,阪　神,埼玉西武,6,2
2019/06/22,広島東洋,オリックス,2,3
2019/06/23,読　売,福岡ソフトバンク,1,5
2019/06/23,東京ヤクルト,千葉ロッテ,6,2
2019/06/23,横浜DeNA,東北楽天,3,0
2019/06/23,中　日,北海道日本ハム,8,4
2019/06/23,阪　神,埼玉西武,3,7
2019/06/23,広島東洋,オリックス,3,9
2019/06/24,東北楽天,広島東洋,,
2019/06/24,東京ヤクルト,オリックス,2,6
2019/06/25,東北楽天,広島東洋,0,2
2019/06/28,横浜DeNA,広島東洋,13,3
2019/06/28,北海道日本ハム,福岡ソフトバンク,5,7
2019/06/28,東北楽天,千葉ロッテ,5,6
2019/06/28,埼玉西武,オリックス,0,4
2019/06/29,東京ヤクルト,読　売,2,6
2019/06/29,横浜DeNA,広島東洋,2,1
2019/06/29,中　日,阪　神,6,1
2019/06/29,北海道日本ハム,福岡ソフトバンク,4,5
2019/06/29,東北楽天,千葉ロッテ,2,2
2019/06/29,埼玉西武,オリックス,7,0
2019/06/30,東京ヤクルト,読　売,3,4
2019/06/30,横浜DeNA,広島東洋,2,2
2019/06/30,中　日,阪　神,1,0
2019/06/30,北海道日本ハム,福岡ソフトバンク,3,4
2019/06/30,東北楽天,千葉ロッテ,,
2019/06/30,埼玉西武,オリックス,11,3
2019/07/02,読　売,中　日,6,0
2019/07/02,横浜DeNA,阪　神,4,0
2019/07/02,広島東洋,東京ヤクルト,1,3
2019/07/02,北海道日本ハム,埼玉西武,9,1
2019/07/02,オリックス,千葉ロッテ,6,5
2019/07/02,福岡ソフトバンク,東北楽天,8,6
2019/07/03,読　売,中　日,7,6
2019/07/03,横浜DeNA,阪　神,3,4
2019/07/03,広島東洋,東京ヤクルト,2,6
2019/07/03,北海道日本ハム,埼玉西武,5,3
2019/07/03,オリックス,千葉ロッテ,6,12
2019/07/03,福岡ソフトバンク,東北楽天,4,1
2019/07/04,読　売,中　日,5,3
2019/07/04,横浜DeNA,阪　神,7,2
2019/07/04,広島東洋,東京ヤクルト,2,7
2019/07/04,北海道日本ハム,埼玉西武,2,8
2019/07/04,オリックス,千葉ロッテ,4,2
2019/07/04,福岡ソフトバンク,東北楽天,6,3
2019/07/05,読　売,横浜DeNA,8,4
2019/07/05,中　日,東京ヤクルト,,
2019/07/05,阪　神,広島東洋,3,1
2019/07/05,東北楽天,北海道日本ハム,2,4
2019/07/05,千葉ロッテ,埼玉西武,4,2
2019/07/05,オリックス,福岡ソフトバンク,2,6
2019/07/06,読　売,横浜DeNA,4,3
2019/07/06,中　日,東京ヤクルト,1,3
2019/07/06,阪　神,広島東洋,8,5
2019/07/06,東北楽天,北海道日本ハム,0,1
2019/07/06,千葉ロッテ,埼玉西武,0,5
2019/07/06,オリックス,福岡ソフトバンク,5,6
2019/07/07,読　売,横浜DeNA,4,6
2019/07/07,中　日,東京ヤクルト,7,1
2019/07/07,阪　神,広島東洋,1,0
2019/07/07,東北楽天,北海道日本ハム,3,6
2019/07/07,千葉ロッテ,埼玉西武,8,2
2019/07/07,オリックス,福岡ソフトバンク,5,2
2019/07/08,東京ヤクルト,横浜DeNA,5,3
2019/07/08,中　日,広島東洋,3,2
2019/07/08,阪　神,読　売,3,4
2019/07/08,東北楽天,オリックス,0,2
2019/07/08,千葉ロッテ,北海道日本ハム,3,5
2019/07/08,福岡ソフトバンク,埼玉西武,8,7
2019/07/09,東京ヤクルト,横浜DeNA,4,9
2019/07/09,中　日,広島東洋,6,3
2019/07/09,阪　神,読　売,0,1
2019/07/09,東北楽天,オリックス,6,1
2019/07/09,千葉ロッテ,北海道日本ハム,6,1
2019/07/09,福岡ソフトバンク,埼玉西武,3,2
2019/07/10,東京ヤクルト,横浜DeNA,7,2
2019/07/10,中　日,広島東洋,2,1
2019/07/10,阪　神,読　売,1,4
2019/07/10,東北楽天,オリックス,6,7
2019/07/10,千葉ロッテ,北海道日本ハム,5,0
2019/07/10,福岡ソフトバンク,埼玉西武,3,7
2019/07/12,セントラル,パシフィック,3,6
2019/07/13,セントラル,パシフィック,11,3
2019/07/15,東京ヤクルト,読　売,4,7
2019/07/15,横浜DeNA,広島東洋,5,8
2019/07/15,中　日,阪　神,4,2
2019/07/15,埼玉西武,千葉ロッテ,5,6
2019/07/15,オリックス,東北楽天,2,6
2019/07/15,福岡ソフトバンク,北海道日本ハム,1,5
2019/07/16,東京ヤクルト,読　売,3,6
2019/07/16,横浜DeNA,広島東洋,8,5
2019/07/16,中　日,阪　神,3,2
2019/07/16,埼玉西武,千葉ロッテ,5,1
2019/07/16,オリックス,東北楽天,1,0
2019/07/16,福岡ソフトバンク,北海道日本ハム,2,3
2019/07/17,東京ヤクルト,読　売,5,4
2019/07/17,横浜DeNA,広島東洋,3,1
2019/07/17,中　日,阪　神,6,4
2019/07/17,埼玉西武,千葉ロッテ,4,3
2019/07/17,オリックス,東北楽天,3,7
2019/07/17,福岡ソフトバンク,北海道日本ハム,0,4
2019/07/18,横浜DeNA,中　日,3,7
2019/07/19,横浜DeNA,中　日,3,2
2019/07/19,阪　神,東京ヤクルト,,
2019/07/19,広島東洋,読　売,7,6
2019/07/19,北海道日本ハム,千葉ロッテ,5,3
2019/07/19,東北楽天,福岡ソフトバンク,5,1
2019/07/19,埼玉西武,オリックス,5,4
2019/07/20,横浜DeNA,中　日,4,3
2019/07/20,阪　神,東京ヤクルト,4,3
2019/07/20,広島東洋,読　売,4,2
2019/07/20,北海道日本ハム,千葉ロッテ,4,0
2019/07/20,東北楽天,福岡ソフトバンク,1,0
2019/07/20,埼玉西武,オリックス,1,3
2019/07/21,横浜DeNA,中　日,5,4
2019/07/21,阪　神,東京ヤクルト,5,2
2019/07/21,広島東洋,読　売,2,1
2019/07/21,北海道日本ハム,千葉ロッテ,4,9
2019/07/21,東北楽天,福岡ソフトバンク,2,4
2019/07/21,埼玉西武,オリックス,10,3
2019/07/23,読　売,東京ヤクルト,6,5
2019/07/23,阪　神,横浜DeNA,6,6
2019/07/23,広島東洋,中　日,6,5
2019/07/23,東北楽天,埼玉西武,,
2019/07/23,オリックス,北海道日本ハム,2,5
2019/07/23,福岡ソフトバンク,千葉ロッテ,11,7
2019/07/24,読　売,東京ヤクルト,4,10
2019/07/24,阪　神,横浜DeNA,1,3
2019/07/24,広島東洋,中　日,2,0
2019/07/24,東北楽天,埼玉西武,4,3
2019/07/24,オリックス,北海道日本ハム,4,5
2019/07/24,福岡ソフトバンク,千葉ロッテ,5,4
2019/07/25,読　売,東京ヤクルト,1,8
2019/07/25,阪　神,横浜DeNA,0,6
2019/07/25,広島東洋,中　日,11,4
2019/07/25,東北楽天,埼玉西武,1,5
2019/07/25,福岡ソフトバンク,千葉ロッテ,4,7
2019/07/26,読　売,阪　神,2,4
